"first_name","last_name","hire_date"
"Zhenhua","Peck","4/30/86"
"Temple","Breugel","12/25/86"
"Qiwen","Norsworthy","4/6/86"
"Youngkon","Matteis","12/30/86"
"Aloys","Turnbull","11/6/86"
"Shridhar","Sigstam","2/4/86"
"Francesca","Choobineh","10/13/86"
"Somnath","Goodrum","12/19/86"
"Uta","Ferriere","4/4/86"
"Armond","Sommen","4/8/86"
"Saddek","Delgrossi","8/11/86"
"Mototsugu","Tzvieli","5/28/86"
"Teruyuki","Wendorf","6/9/86"
"Munehiro","Zeleznik","8/15/86"
"Boaz","Minakawa","1/27/86"
"Nishit","Lorcy","11/8/86"
"Duri","Siegrist","10/1/86"
"Sreekrishna","Beetstra","12/5/86"
"Dipayan","Winter","8/3/86"
"Uta","Akaboshi","5/30/86"
"Mohan","Picco","9/4/86"
"Youjian","Antonisse","9/3/86"
"Lansing","Kowalchuk","9/2/86"
"Shigehiro","Range","2/28/86"
"Kiam","Gist","11/26/86"
"Toshimitsu","Orlowska","2/8/86"
"Jungsoon","Kornyak","3/4/86"
"Sergi","Auria","3/8/86"
"Gal","Baaleh","9/19/86"
"Insup","Papastamatiou","2/5/86"
"Rosine","Azumi","6/16/86"
"Uwe","Jarecki","8/8/86"
"Theirry","Rijsenbrij","4/30/86"
"Odinaldo","Gire","7/26/86"
"Tonny","Morris","1/19/86"
"Laurentiu","Koblitz","4/27/86"
"Nikolaus","Anguita","4/30/86"
"Mara","Pulkowski","8/16/86"
"Leon","Kitsuregawa","2/12/86"
"Along","Ressouche","12/10/86"
"Yucel","Vernadat","10/29/86"
"Shalesh","Weedman","4/22/86"
"Mitchel","Barvinok","8/26/86"
"Ortrun","Paciorek","11/18/86"
"Erzsebet","Marzano","7/18/86"
"Fatemeh","Markovitch","7/29/86"
"Susanne","Kowalchuk","10/31/86"
"Guttorm","Jansch","10/6/86"
"Luerbio","Gips","1/22/86"
"Parke","Fujisaki","6/17/86"
"Sanjeeva","Panienski","9/16/86"
"Mizuhito","Perfilyeva","9/7/86"
"Dulce","Wilharm","6/9/86"
"Pintsang","Marakhovsky","4/8/86"
"Remco","Munro","3/6/86"
"Sakthirel","Rosaz","11/13/86"
"Baziley","Otillio","11/27/86"
"Petter","Perez","1/19/86"
"Selwyn","Navazio","11/28/86"
"Serap","Cichocki","7/9/86"
"Xuedong","Wendorf","9/24/86"
"Sachio","Aumann","1/3/86"
"Marlo","Tyugu","3/7/86"
"Lijie","Spinelli","9/27/86"
"Aiichiro","Mateescu","3/25/86"
"Chrisa","Awdeh","8/18/86"
"Sergi","Camurati","2/11/86"
"Marco","Brlek","9/11/86"
"Gonzalo","Vecchi","12/26/86"
"Mokhtar","Peck","8/10/86"
"Teruyuki","Farrel","4/11/86"
"Pasqua","Gips","7/13/86"
"Lansing","Nitto","5/27/86"
"Jianhao","Lamparter","3/31/86"
"Gina","Gomatam","2/20/86"
"Yurij","Crabtree","5/28/86"
"Fei","Morrin","9/2/86"
"Naraig","Ciolek","3/23/86"
"Arto","Syang","2/23/86"
"Gianluca","Waymire","11/10/86"
"Srinidhi","Capobianchi","2/15/86"
"Brigham","Kalorkoti","4/9/86"
"Abdulla","Lamparter","12/30/86"
"Bokyung","Piveteau","7/15/86"
"Jianhua","Dengi","1/11/86"
"Anestis","Mapelli","8/29/86"
"Sachio","Zeleznik","5/7/86"
"Moon","Kemmerer","8/21/86"
"Amabile","Seuren","12/26/86"
"Piyush","Meriste","12/16/86"
"Kaijung","Silva","4/10/86"
"Takushi","Levasseur","11/14/86"
"Arun","Narwekar","11/14/86"
"Zhensheng","Stanfel","7/12/86"
"Rafail","Emmart","12/11/86"
"Gregory","Lakshmanan","3/28/86"
"Geoff","Milicic","11/1/86"
"Ottavia","Ressouche","7/29/86"
"Kasturi","Douceur","12/12/86"
"Wonhee","Sethi","3/8/86"
"Moon","Seiwald","12/12/86"
"Mechthild","Swick","4/4/86"
"Kwangho","Warwick","1/10/86"
"Cristinel","Fairtlough","2/13/86"
"Arvin","Shiratori","1/14/86"
"Kendra","Harbusch","2/14/86"
"Stamatina","Senzako","10/21/86"
"Elvis","Melton","12/24/86"
"Cristinel","Danley","7/10/86"
"Harngdar","Snyers","2/25/86"
"Patricio","Iisaka","2/14/86"
"Adas","Tomescu","4/18/86"
"Mingdong","Smeets","9/21/86"
"Maia","Chartres","2/1/86"
"Caolyn","DasSarma","4/12/86"
"Shigeo","Hooghiemstra","5/28/86"
"Ipke","Moehrke","7/5/86"
"Duke","Erman","5/25/86"
"Shahar","Clemencon","12/3/86"
"Mabry","Docker","5/18/86"
"Constantijn","Legleitner","5/25/86"
"Bernice","Reghbati","10/14/86"
"Jaideep","Peltason","12/16/86"
"Heather","Rubsam","8/31/86"
"Berna","Eterovic","11/11/86"
"Thanasis","Gurbaxani","1/8/86"
"Yongqiao","Maierhofer","11/18/86"
"Guther","Binkley","1/9/86"
"Temple","Narahara","7/2/86"
"Leucio","Viele","4/17/86"
"Jiakeng","Maksimenko","8/19/86"
"Barun","Sigstam","12/7/86"
"Oldrich","Ulupinar","10/14/86"
"Gilbert","Herbst","8/5/86"
"Marko","Rosis","3/30/86"
"Jeane","Brizzi","5/18/86"
"Gad","Openshaw","5/19/86"
"Brewster","Stranks","5/5/86"
"Sudharsan","Szmurlo","3/6/86"
"Kwok","Beidas","3/6/86"
"Niclas","Stentiford","8/6/86"
"Gil","Gewali","3/17/86"
"Kristen","Molenaar","6/4/86"
"Goncalo","Douceur","2/14/86"
"Sakthirel","Ushiama","1/28/86"
"Shan","Peir","10/20/86"
"Tuval","Braunschweig","2/6/86"
"Chaosheng","Piancastelli","9/16/86"
"Sadegh","Fujisaki","8/22/86"
"Jenwei","Speckmann","2/5/86"
"Zejun","Radwan","7/10/86"
"Masamitsu","Katiyar","1/3/86"
"Martine","Maccarone","6/12/86"
"Rimli","Anily","7/21/86"
"Fumitaka","Rosiles","9/18/86"
"Susanta","Cooman","12/24/86"
"Tua","Lieblein","6/30/86"
"Nirmal","Luks","5/11/86"
"Arnould","Raoux","10/24/86"
"Zsolt","Moffat","3/21/86"
"Hidde","Rodier","1/9/86"
"Heejo","Dredge","2/10/86"
"Chriss","Hagimont","3/11/86"
"Shawna","Simmel","9/6/86"
"Chanjung","Hiraishi","3/19/86"
"Sajjan","Lung","12/29/86"
"Kshitij","Reeker","12/18/86"
"Anneli","Cherinka","9/1/86"
"Mountaz","Molenaar","9/5/86"
"Marit","Bamford","12/10/86"
"Cedric","Felder","12/27/86"
"Stamatina","Chandrasekhar","5/26/86"
"Kien","Lorcy","6/9/86"
"Bokyung","Bardell","9/15/86"
"Fumino","Narahari","6/17/86"
"Claudi","Burnard","4/11/86"
"Munehiko","Anick","2/21/86"
"Maria","Lueh","10/14/86"
"Nechama","Theuretzbacher","2/6/86"
"Arunas","Milicic","12/22/86"
"Paddy","Maierhofer","10/21/86"
"Pranas","Conia","5/11/86"
"Thanasis","Kolinko","11/25/86"
"Atreyi","Bauknecht","8/31/86"
"Wilmer","Fortenbacher","10/1/86"
"Fumiyo","Onuegbe","12/3/86"
"Lokesh","Ozeri","5/31/86"
"Oddvar","Attimonelli","1/30/86"
"Dinkar","Penttonen","1/21/86"
"Akhilish","Paciorek","8/25/86"
"Luisa","Rikino","5/21/86"
"Kristen","Benveniste","11/20/86"
"Lenore","Antonisse","8/14/86"
"Yuichiro","Pehl","5/29/86"
"Irene","Benzmuller","12/25/86"
"Ohad","Mullainathan","5/9/86"
"Shahid","Cannata","9/1/86"
"Syozo","Mapelli","4/3/86"
"Brigham","Maquelin","2/19/86"
"Rosalyn","Vecchio","4/12/86"
"Boalin","Alpay","10/17/86"
"Shahab","Avouris","7/8/86"
"Kwan","Hockney","6/11/86"
"Naftaly","Fiebach","2/6/86"
"Mohammad","Zultner","11/23/86"
"Weicheng","Dusink","3/20/86"
"Danny","Kilgour","6/5/86"
"Sham","Klerer","12/2/86"
"Ranga","Erdmenger","11/28/86"
"Jeanne","Schach","12/29/86"
"Sajjan","Egerstedt","5/17/86"
"Muneo","Conde","6/9/86"
"Kersti","Koprowski","9/18/86"
"Uri","Conti","5/7/86"
"Sachin","Kemmerer","8/30/86"
"Kazuhiko","Casley","8/3/86"
"Tiina","Perri","7/15/86"
"Lakshmi","Randt","11/2/86"
"Fan","Peak","1/15/86"
"Aemilian","Danner","10/17/86"
"Zhenhua","Sgarro","3/23/86"
"Fatemeh","Aamodt","5/7/86"
"Zdislav","Mitchem","4/11/86"
"Theron","Yurek","9/12/86"
"Marie","Hopewell","12/19/86"
"Flemming","Rosaz","6/27/86"
"Uta","Werthner","6/30/86"
"Oguz","Hagimont","7/2/86"
"Hironoby","Syrotiuk","6/10/86"
"Marie","Rijckaert","1/16/86"
"Kristian","Alpay","6/2/86"
"Mariusz","Terlouw","11/30/86"
"Ebbe","Swist","9/2/86"
"Takushi","Bernini","11/21/86"
"Arup","Litvinov","4/16/86"
"Geoff","Gyimothy","9/7/86"
"Barna","Garigliano","5/6/86"
"Limsoon","Murtagh","8/17/86"
"Eldridge","Shigei","11/23/86"
"Khalil","Borstler","3/25/86"
"Zhilian","Sidou","10/19/86"
"Pantung","Honglei","12/21/86"
"Ioana","Lipner","9/27/86"
"Pranas","Cools","2/7/86"
"Hilary","Gadepally","7/20/86"
"Masami","Merro","1/9/86"
"Conor","Vandervoorde","11/7/86"
"Maren","Douceur","9/15/86"
"Breannda","Harbusch","7/19/86"
"Fay","Atchley","4/29/86"
"Shem","Suomi","7/18/86"
"Maik","Segond","5/19/86"
"Hercules","Stavenow","7/30/86"
"Soenke","Cools","8/7/86"
"Percy","Fadgyas","7/14/86"
"Tzvetan","Luft","11/30/86"
"Bernt","Dehkordi","10/7/86"
"Rimon","Douceur","5/12/86"
"Suzette","Anick","2/11/86"
"Mahmut","Reghbati","5/30/86"
"Kwan","Clouatre","12/26/86"
"Stevo","Schade","9/8/86"
"Changho","Rullman","1/19/86"
"Mara","Bahi","7/27/86"
"Youngkon","Muntz","9/20/86"
"Sudharsan","Flasterstein","8/12/86"
"Remko","Cromarty","12/17/86"
"Randi","Bultermann","5/15/86"
"Rance","Monarch","3/31/86"
"Billur","Lundstrom","12/20/86"
"Mandell","Varker","5/28/86"
"Peer","Milicia","11/25/86"
"Hilary","Gide","4/21/86"
"Chrisa","Kakkad","8/22/86"
"Fatemeh","Kroft","9/1/86"
"Tsutomu","Decaestecker","4/11/86"
"Shushma","Back","11/14/86"
"Mototsugu","Leaver","2/13/86"
"Takanari","Gronowski","8/8/86"
"Tsutomu","Merel","10/17/86"
"Zsolt","Vanwelkenhuysen","12/17/86"
"Gill","Hutton","3/23/86"
"Divier","Escriba","3/23/86"
"Shuzo","Kirkerud","6/26/86"
"Kwee","Cardazo","7/20/86"
"Fabrizio","Isaak","4/22/86"
"Sadegh","Schlenzig","5/25/86"
"Takahiro","Goldhammer","8/12/86"
"Shridhar","Weiland","10/26/86"
"Fumiyo","Muchinsky","9/13/86"
"Suebskul","Masand","2/14/86"
"Brewster","Barriga","4/28/86"
"Hideo","Radwan","6/26/86"
"Annemarie","Simkin","1/28/86"
"Kauko","Oppitz","3/2/86"
"Kannan","Dulay","7/22/86"
"Vesna","Loncour","12/6/86"
"Nalini","Jarecki","10/4/86"
"Moie","Birrer","5/12/86"
"Noritoshi","Schwartzburd","6/3/86"
"Spyrose","Kampfer","1/18/86"
"Franziska","Schmittgen","4/14/86"
"Tsutomu","Neiman","5/5/86"
"Sedat","Heyers","2/25/86"
"Saeko","Besselaar","3/20/86"
"Frederique","Stasinski","10/2/86"
"Dannz","Engelmann","7/2/86"
"Sasan","Stellhorn","11/24/86"
"Charlene","Uludag","1/6/86"
"Taisook","Swiss","5/17/86"
"Adel","Lyonns","7/11/86"
"Naraig","Lores","8/17/86"
"Urs","Berztiss","9/10/86"
"Zhilian","Beetstra","2/14/86"
"Vidya","Eugenio","5/24/86"
"Persi","Valtorta","12/12/86"
"Aloke","Serna","3/21/86"
"Teiji","Bazelow","11/3/86"
"Ung","Sudkamp","9/23/86"
"Haldun","Garnier","6/28/86"
"Sashi","Figueira","4/13/86"
"Fei","Shanbhogue","11/6/86"
"Gaetan","Whittlesey","8/4/86"
"Yuguang","Hedayat","2/25/86"
"Shaowei","Cairo","10/1/86"
"Tesuya","Crelier","11/4/86"
"Chinho","Pettit","9/10/86"
"Adel","Lanphier","8/30/86"
"Yahiko","Schwaller","10/31/86"
"Martien","Simkin","9/30/86"
"Gully","Bael","6/30/86"
"Adas","Rosca","9/26/86"
"Atreyi","Cheshire","10/4/86"
"Kirk","Schlegelmilch","12/30/86"
"Mads","Buescher","7/17/86"
"Atilio","Vandervoorde","6/16/86"
"Nechama","Paludetto","9/17/86"
"Tadanori","Lieblein","9/10/86"
"Gregory","Range","10/12/86"
"Aram","Scharstein","3/29/86"
"Luerbio","Marwedel","1/9/86"
"Masoud","Junet","4/28/86"
"Rajmohan","Lueh","7/14/86"
"Kazuhisa","Krupka","6/24/86"
"Larisa","Shobatake","2/13/86"
"Lucien","Biros","4/12/86"
"Breannda","Petereit","2/9/86"
"Tadahiko","Sluis","1/7/86"
"Weiye","Slutz","10/12/86"
"Kirk","Ciolek","11/21/86"
"Kazuhide","Covnot","3/11/86"
"Kiyokazu","Schmittgen","12/10/86"
"Douadi","Bojadziev","6/27/86"
"Kenroku","Hoppenstand","4/4/86"
"Xiahua","Rindone","9/4/86"
"Idoia","Cullers","6/4/86"
"Serap","Fabrizio","8/8/86"
"Kagan","Poupard","10/11/86"
"Rosalie","McFarlan","1/2/86"
"Kendra","Perna","4/2/86"
"Nimmagadda","Covnot","10/20/86"
"Sreekrishna","Hanabata","7/4/86"
"Dipankar","Hitomi","1/6/86"
"Martial","Vidal","8/14/86"
"Mohamadou","Segond","2/17/86"
"Anneli","Bernardinello","1/30/86"
"Dayanand","Yetim","9/8/86"
"Fatemeh","Vesna","3/28/86"
"Yonghoan","Ertl","10/11/86"
"Morris","Docker","8/6/86"
"Abdelghani","Rubsam","3/31/86"
"Toshiko","Felder","1/1/86"
"Kyoichi","Conde","7/31/86"
"Nathan","Coney","6/25/86"
"Chriss","Camarinopoulos","4/8/86"
"Poornachandra","Schreiter","8/28/86"
"Chuanyi","Macedo","5/4/86"
"Herbert","Kalsbeek","6/7/86"
"Jacopo","Heydon","4/12/86"
"Stabislas","Lanzelotte","2/1/86"
"Beshir","Alblas","3/11/86"
"Nalini","Oehlmann","8/20/86"
"Chaosheng","Francisci","3/12/86"
"Sarita","Rissland","10/23/86"
"Brendon","Picco","11/26/86"
"Suvo","Pettit","3/5/86"
"Paddy","Bodoff","4/25/86"
"Shai","Karcich","3/29/86"
"Hatem","Horswill","5/23/86"
"Yurii","Rohrbach","6/27/86"
"Lillian","Jervis","2/11/86"
"Jianhui","Rando","1/16/86"
"Lech","Driscoll","11/2/86"
"Uzi","Kaelbling","9/8/86"
"Sangeeta","Angelopoulos","8/15/86"
"Ashish","Knightly","4/12/86"
"Tadahiro","Tibblin","8/7/86"
"Kagan","Aseltine","5/26/86"
"Tayeb","Harbusch","10/28/86"
"Pranas","Engelmann","8/26/86"
"Aris","Dusink","4/17/86"
"Stein","Bolsens","1/23/86"
"Shaunak","Czaja","8/20/86"
"Saniya","Azadmanesh","10/8/86"
"Geoffry","Hasham","8/6/86"
"Xiping","Perelgut","12/29/86"
"Adil","Rajala","8/8/86"
"Serif","Gajiwala","3/4/86"
"Nagui","Douceur","4/6/86"
"Shakhar","Schieder","9/28/86"
"Lobel","Gilg","5/12/86"
"Remco","Burnard","3/9/86"
"Akeel","Gopalakrishnan","10/16/86"
"Kellie","Zaccaria","10/19/86"
"Souichi","Verhaegen","5/12/86"
"Make","Pelc","2/16/86"
"Jenwei","Molberg","9/18/86"
"Mingzeng","Gopalakrishnan","5/4/86"
"Mokhtar","Farrar","5/13/86"
"Vidar","Tibblin","1/1/86"
"Sailaja","Heemskerk","11/26/86"
"Mani","Vigier","7/31/86"
"Alain","Fontet","1/13/86"
"Shaz","Monkewich","11/13/86"
"Rosine","Kavraki","4/23/86"
"Shirish","Mitzlaff","10/25/86"
"Shakhar","Veccia","1/5/86"
"Arie","Alpay","11/23/86"
"Marl","Weisert","6/29/86"
"Souichi","Cannane","10/14/86"
"Djelloul","Tischendorf","4/24/86"
"Paraskevi","Doering","7/27/86"
"Fei","Decleir","11/21/86"
"Genta","Kusakari","3/12/86"
"Kamakshi","Merey","5/1/86"
"Christophe","Rothenberg","8/2/86"
"Dulce","Giveon","5/5/86"
"Gen","Kropatsch","1/28/86"
"Filipe","Cincotta","5/27/86"
"Chenxi","Sluis","3/13/86"
"Nadjib","Ventosa","12/17/86"
"DeForest","Malinowski","3/7/86"
"Huiqun","Baranowski","4/9/86"
"Khalil","Msuda","1/27/86"
"Deniz","Kampfer","12/9/86"
"Nikolaos","Budinsky","5/6/86"
"Erez","Chandrasekhar","11/11/86"
"Shigeu","Gewali","2/15/86"
"Arfst","Janocha","6/21/86"
"Quingbo","Peac","4/18/86"
"Fay","Marciano","1/24/86"
"Guiseppe","Lunt","3/16/86"
"Hongzhu","Yetto","3/20/86"
"Vitali","Schusler","4/2/86"
"Badri","Hanratty","12/28/86"
"Kankanahalli","Crooks","6/3/86"
"Richard","Adachi","7/29/86"
"Saeko","Christianini","8/9/86"
"Arco","Rande","1/11/86"
"Mayuri","Kermarrec","2/8/86"
"Samphel","Hemaspaandra","9/15/86"
"Radoslaw","Rebaine","11/18/86"
"Vasilii","Nyanchama","10/20/86"
"Xiaocheng","Marletta","4/12/86"
"Shushma","Krohm","3/11/86"
"Dulce","Bain","7/13/86"
"Hitofumi","Rouquie","4/3/86"
"Zhenbing","Ibel","10/15/86"
"Idoia","Riefers","1/16/86"
"Tianruo","Pollacia","11/14/86"
"Lucien","Egerstedt","7/15/86"
"Kensei","Marrakchi","1/28/86"
"Heon","Bratten","3/15/86"
"Moon","Piveteau","2/15/86"
"Danco","Perfilyeva","10/4/86"
"King","Demri","5/30/86"
"Volkmar","Przulj","3/14/86"
"Juichirou","Theuretzbacher","2/22/86"
"Caolyn","Isaak","10/2/86"
"Luise","Merle","11/17/86"
"Khedija","Waeselynck","4/7/86"
"Olivera","Seghrouchni","8/13/86"
"Doohun","Sgarro","6/30/86"
"Rance","Rajaraman","5/29/86"
"Martien","Gronowski","10/18/86"
"Gift","Zschoche","1/24/86"
"Nahum","Bakhtari","2/27/86"
"Abdelwaheb","Ponthieu","7/3/86"
"Feipei","Hofman","3/18/86"
"Munir","Montresor","12/19/86"
"Malu","Encarnacion","3/4/86"
"Theirry","Luff","8/5/86"
"Angel","Fontan","4/27/86"
"Ulises","Cheshire","4/23/86"
"Martijn","Gyimothy","5/30/86"
"Oldrich","Joslin","2/16/86"
"Jaana","Hiraishi","11/12/86"
"Emdad","Moffat","7/5/86"
"Cullen","Klerer","12/24/86"
"Rance","Picel","7/1/86"
"Isaac","Zirintsis","12/16/86"
"Jessie","Sigstam","3/19/86"
"Tokuyasu","Heuter","7/17/86"
"Godehard","Haraldson","9/29/86"
"Houman","Maginnis","11/7/86"
"Rayond","Rodier","2/26/86"
"Nidapan","Gniady","7/24/86"
"Manton","Preusig","10/14/86"
"Satosi","Marakhovsky","12/19/86"
"Hidefumi","Renear","9/3/86"
"Chinhyun","Koprowski","2/19/86"
"Arvin","Steinauer","12/29/86"
"Sanjai","Pena","4/13/86"
"Adib","Zeidenstein","12/24/86"
"Yuuichi","Terlouw","11/15/86"
"Dung","Fetvedt","6/19/86"
"Fei","Rabejac","5/28/86"
"Olivera","Cannard","8/11/86"
"Jeane","Hasenauer","3/7/86"
"Leah","Alpay","1/3/86"
"Boguslaw","Luft","5/13/86"
"Randi","Wynblatt","6/2/86"
"Mandell","Zucker","5/24/86"
"Yuqun","Lanzelotte","9/11/86"
"Xiadong","Kamble","8/14/86"
"Chinhyun","Manders","10/11/86"
"Jingling","Kisuki","5/15/86"
"Luerbio","Luce","3/20/86"
"Ramachenga","Hanabata","2/21/86"
"Thanasis","Knightly","6/15/86"
"Fuqing","Hiroyama","1/30/86"
"Sahrah","Bahr","12/29/86"
"Susanne","Kugler","3/11/86"
"Trygve","Honglei","3/17/86"
"Kwee","Salverda","8/1/86"
"Ziva","Manders","11/25/86"
"Ingemar","Shumilov","9/6/86"
"Leucio","Ghandeharizadeh","5/20/86"
"Shahab","Gelosh","2/11/86"
"Jianhui","Cincotta","1/5/86"
"Jinpo","Milicia","3/29/86"
"Leni","Schreiter","5/16/86"
"Rimli","Sidje","1/31/86"
"Panayotis","Henders","12/28/86"
"Xudong","Valiente","10/21/86"
"Marek","Rohrbach","7/12/86"
"Mingsen","Felder","4/11/86"
"Carrsten","Sidje","2/2/86"
"Tomoyuki","Hiltgen","2/26/86"
"Barton","Berztiss","6/13/86"
"Selwyn","Marquardt","9/11/86"
"Adly","Azevdeo","7/3/86"
"Sanjit","Nanard","10/26/86"
"Xuejia","Roohalamini","2/22/86"
"Maha","Ritzmann","6/2/86"
"Sarita","Fendler","12/6/86"
"Alagu","Olano","3/28/86"
"Florian","Haddadi","6/14/86"
"Faiza","Bahi","3/28/86"
"Jingling","Puppe","5/4/86"
"Radhika","Zobel","7/29/86"
"Jianhui","Herber","8/9/86"
"Zongyan","Lores","9/15/86"
"Miomir","Muniz","6/27/86"
"Junsik","Selenyi","1/8/86"
"Hailing","Yurek","2/11/86"
"Xiaoshan","Krupka","7/8/86"
"Kamran","Feldhoffer","6/1/86"
"Kwok","Ferriere","4/10/86"
"Randy","Dratva","3/11/86"
"Rayond","Naudin","9/26/86"
"Arra","Snyers","4/5/86"
"Nigel","Portugali","9/18/86"
"Toshiko","Lortz","2/24/86"
"Zejun","Speer","11/23/86"
"Danae","Baja","8/12/86"
"Heng","Joslin","9/1/86"
"Masami","Teitelbaum","12/19/86"
"Takahira","Gargeya","6/30/86"
"Geoffrey","Prochazka","10/22/86"
"Mihalis","Heinisuo","8/3/86"
"Zongyan","Gluchowski","2/21/86"
"Ulises","Loncour","6/8/86"
"Fayez","Botman","1/22/86"
"Masaru","Antonakopoulos","9/24/86"
"Pranas","Baek","1/1/86"
"Hairong","Rosin","1/11/86"
"Neelam","Milicia","4/26/86"
"Jaques","Gecsel","2/21/86"
"Yuuichi","Fontet","3/27/86"
"Giao","Brookman","6/13/86"
"Serenella","Walstra","12/7/86"
"Bingning","Kadhim","9/5/86"
"Nevin","Servi","5/13/86"
"Joydip","Krybus","5/18/86"
"Falguni","Mitsuhashi","6/22/86"
"Gio","Sifakis","10/31/86"
"Sachem","Garnick","12/9/86"
"Xiaoshan","Speek","8/17/86"
"Toshimori","Tokunaga","6/23/86"
"Sumant","Makinen","7/7/86"
"Macha","Bahl","2/27/86"
"Rildo","Lodder","12/2/86"
"Xiaoheng","Reghbati","11/1/86"
"Xiaoshan","Stemann","1/25/86"
"Jongsuk","Horswill","5/17/86"
"Snehasis","Diderrich","6/17/86"
"Morrie","Vernadat","1/6/86"
"Amalendu","Poupard","6/23/86"
"Oddvar","Hitomi","8/21/86"
"Chuanyi","DasSarma","2/8/86"
"Denis","Raczkowsky","2/13/86"
"Elzbieta","Matzov","6/14/86"
"Yefim","Doering","3/13/86"
"Marek","Kavanagh","8/17/86"
"Hironoby","Nivat","6/26/86"
"Ibibia","Ghelli","9/15/86"
"Leaf","Janetzko","9/15/86"
"Eberhardt","Merlo","12/16/86"
"Sedat","Conia","4/12/86"
"Oldrich","Erva","8/5/86"
"Caolyn","Staelin","9/10/86"
"Mamdouh","Smailagic","7/25/86"
"Guiseppe","Butner","7/17/86"
"Martien","Alpay","11/8/86"
"Hsiangchu","Tomescu","12/10/86"
"Ymte","Potthoff","7/11/86"
"Yuchang","Matzke","10/12/86"
"Vugranam","DiGiano","11/11/86"
"Leif","Brookner","4/14/86"
"Idoia","Benantar","11/28/86"
"Florian","Herber","12/15/86"
"Masasuke","Tetzlaff","1/4/86"
"Shahab","Wissmann","2/25/86"
"Mostafa","Danlos","9/12/86"
"Jaroslava","Vilarrasa","10/9/86"
"Tsutomu","Delaune","5/20/86"
"Sumant","Hoogerwoord","5/24/86"
"Vitaly","Sudkamp","5/17/86"
"Arnould","Stafford","3/25/86"
"Jeanna","Aumann","5/22/86"
"Tsutomu","Luders","2/16/86"
"Urs","Antonisse","11/19/86"
"Masaki","Kalloufi","5/13/86"
"Cedric","Rosar","3/28/86"
"Candida","Jervis","4/5/86"
"Gor","Pargaonkar","5/31/86"
"Rimon","Gini","8/30/86"
"Fox","Thambidurai","5/21/86"
"Fumiyo","Anick","4/18/86"
"Hirochika","Vural","2/1/86"
"Eldridge","Demeyer","8/6/86"
"Jiafu","Uhrik","10/30/86"
"Tetsushi","Shigei","5/11/86"
"Feiyu","Anick","5/23/86"
"JiYoung","McFarlin","9/2/86"
"Masasuke","Heyers","4/28/86"
"Christoper","Chinen","5/13/86"
"Tayeb","Smailagic","11/24/86"
"Kwangsub","Krohn","5/24/86"
"Jouni","Karcich","5/8/86"
"Barun","Rubsam","7/29/86"
"Krisda","Brendel","1/30/86"
"Parke","Masada","6/30/86"
"Nikolaos","Garnier","6/14/86"
"Claude","Ullian","4/9/86"
"Kiyotoshi","Cools","7/26/86"
"Bernd","Christ","12/6/86"
"Shaz","Kirkerud","5/22/86"
"Vincent","Boreale","4/16/86"
"Khalil","Wielonsky","8/3/86"
"Boalin","Muntz","3/4/86"
"Saddek","Bardell","6/22/86"
"Kwangsub","Wroclawski","4/10/86"
"Sajjad","Zuberek","3/6/86"
"Oldrich","Falster","5/4/86"
"Nahum","Gronowski","2/17/86"
"Susanta","Lung","7/13/86"
"Odoardo","Mitzlaff","1/9/86"
"Bouchung","Oaver","9/27/86"
"Arto","Demke","1/5/86"
"Toong","Talmon","2/8/86"
"Masato","Milicia","4/3/86"
"Paloma","Figueira","1/26/86"
"Weidon","Grabner","11/12/86"
"Gaurav","Solares","6/20/86"
"Tokuyasu","Zirintsis","5/2/86"
"Vasilii","Nittel","11/24/86"
"Shay","Conde","7/14/86"
"Boriana","Foong","4/27/86"
"Gaetan","Ambroszkiewicz","2/7/86"
"Hatem","Yetto","3/11/86"
"Urs","Gargeya","5/14/86"
"Ramya","Porenta","2/15/86"
"Pramod","Honglei","12/26/86"
"Sanjay","Masada","12/21/86"
"Kersti","Stassinopoulos","5/14/86"
"Sven","Fontet","1/9/86"
"Honesty","Kruskal","6/18/86"
"Krisda","Krybus","9/2/86"
"Ranan","Azevdeo","7/19/86"
"Hilary","Lamba","10/31/86"
"Shaibal","Walston","5/4/86"
"Lillian","Fortenbacher","3/11/86"
"Hironoby","Cooman","6/3/86"
"Poornachandra","Engberts","1/10/86"
"Danny","Jullig","8/21/86"
"Gregory","Jayawardene","7/3/86"
"Marko","Dulay","9/1/86"
"Mario","Castellani","1/9/86"
"Garnet","Brender","1/24/86"
"Aiichiro","Erez","2/20/86"
"Aiichiro","Szilard","3/8/86"
"Hilari","Morton","7/15/86"
"Soenke","Syrzycki","1/3/86"
"Martijn","Bouloucos","2/21/86"
"Doohun","Karunanithi","5/28/86"
"Francoise","Wynblatt","7/1/86"
"Rosine","Roisin","9/30/86"
"Sangeeta","Kolvik","6/3/86"
"Yoshinari","Speel","1/19/86"
"Jordanka","Serna","7/14/86"
"Feipei","Itzfeldt","12/25/86"
"Jouko","Hellwagner","1/15/86"
"Toshiki","Prochazka","2/13/86"
"Branimir","Pavlopoulou","3/3/86"
"Sanjeeva","Greenaway","6/2/86"
"Shem","Range","1/8/86"
"Margareta","Bael","4/28/86"
"Aluzio","Poehlman","4/5/86"
"IEEE","Schusler","2/4/86"
"Kristof","Iisaka","11/20/86"
"Yuqun","Panwar","2/13/86"
"Arunachalam","Conte","11/18/86"
"Yonghong","Dichev","10/13/86"
"Soenke","Demir","2/22/86"
